번호,회사명,단지명,대표자명,공장대표주소,업종명
212,오성테크,,장*영,전라북도 익산시 왕궁면 흥암리 558-6번지 ,가정용 비전기식 조리 및 난방 기구 제조업 외 3 종
213,(주)메이저테크,익산국가산업단지,김*숙,"전라북도 익산시 약촌로8길 20-23,  표준공장1호동 101호 (영등동) (총 2 필지)",전시 및 광고용 조명장치 제조업
214,(주)티이피시,,이*길,전라북도 익산시 함라면 함라1길 183 (㈜익산철망),농업 및 임업용 기계 제조업
215,주식회사알룩스메뉴팩처링,익산외국인부품소재전용단지,이*철,전라북도 익산시 삼기면 산단오룡길 13-7,"알루미늄 제련, 정련 및 합금 제조업"
216,(유)도형아스콘,,황*자,전라북도 익산시 황등면 석재길 22 (유통석재),아스콘 제조업
217,전일산업,,이*희,전라북도 익산시 월성동 312-4번지,그외 기타 1차 철강 제조업
218,나노기공,익산제2지방산업단지,고*권,"전라북도 익산시 석암로3길 43 (팔봉동, 대명ENG)",그외 기타 자동차 부품 제조업
219,(유)백산창호건설,,홍*성,전라북도 익산시 오산면 만신길 11,플라스틱 창호 제조업
220,상우기업(주),익산낭산농공단지,심*육,전라북도 익산시 낭산면 낭산농공단지길 33,석회 및 플라스터 제조업
221,쥬얼리뱅크,익산국가산업단지,이*노,"전라북도 익산시 보석로 32-4 (영등동, (주)코멕스)",귀금속 및 관련제품 제조업
222,(주)황등석산 황등지점,익산황등농공단지,이*구,전라북도 익산시 황등면 석재단지길 52-21,건설용 석제품 제조업
223,디아뎀,익산국가산업단지,유*현,전라북도 익산시 선화로63길 22-3 (영등동),귀금속 및 관련제품 제조업
224,천일테크,익산제2지방산업단지,천*석,전라북도 익산시 석암로13길 101-6 (팔봉동),차체 및 특장차 제조업
225,이젠,,박*준,전라북도 익산시 왕궁면 궁성로 400-7,사무 및 회화용품 제조업
226,동한테크 주식회사,,김*춘,전라북도 익산시 은기동 68번지,농업 및 임업용 기계 제조업
227,주식회사 반도이엔지,,유*종,전라북도 익산시 춘포면 쌍정리 221-3번지,기타 물품취급장비 제조업
228,서동테크,,서*태,전라북도 익산시 황등면 황금로 254,액체 여과기 제조업
229,(주)우원쏠렉스,익산제2지방산업단지,오*석,"전라북도 익산시 석암로 23, (주)우원쏠렉스 (용제동)",기타 기초무기화학물질 제조업
230,(주)에이치엔지에프,,신*병,"전라북도 익산시 신기길 20, (만석동 68-4, 68-91) (만석동)",천연 및 혼합조제 조미료 제조업
231,살루스안전,익산제3일반산업단지,신*영,전라북도 익산시 낭산면 용기리 1945-1번지,자수제품 및 자수용재료 제조업 외 1 종
232,금은쥬얼리,익산국가산업단지,최*흠,"전라북도 익산시 선화로63길 15-3, 2층 (영등동)",귀금속 및 관련제품 제조업
233,(주)신한전력,,윤*준,"전라북도 익산시 함열읍 정동길 83, (와리 776-8)",기타 발전기 및 전기변환장치 제조업
234,한일냉동설비,,임*택,전라북도 익산시 오산면 오산로 74,산업용 냉장 및 냉동 장비 제조업
235,(주)에프에스글로벌,익산제3일반산업단지,김*일,"전라북도 익산시 낭산면 산단구평길 142-41, 402,403,404,405,406호",모조 귀금속 및 모조 장신용품 제조업
236,신영산업(주),정읍제2지방산업단지,박*우,"전라북도 정읍시 서부산업도로 672-7 (하북동, ㈜신영산업)",운송용 컨테이너 제조업 외 1 종
237,(주)범농,정읍제3지방산업단지,임*배,전라북도 정읍시 북면 3산단3길 96 (㈜범농),포장용 플라스틱 성형용기 제조업
238,한미오앤에프(주),정읍고부농공단지,이*형,전라북도 정읍시 고부면 고부농단길 32-17 (㈜한미오엔에프),동물용 사료 및 조제식품 제조업
239,(주)팜한농,정읍제3지방산업단지,"박*수, 김*환",전라북도 정읍시 북면 3산단4길 28 (북면),기타 비료 및 질소화합물 제조업
240,한국스테비아(주),,임*훈,전라북도 정읍시 입암면 접지중앙길 134-19 (한국스테비아㈜),기타 비료 및 질소화합물 제조업 외 2 종
241,(주)세움,정읍제2지방산업단지,이*길,전라북도 정읍시 정신로 22-19 (하북동),그외 기타 자동차 부품 제조업 외 1 종
242,황토현 다원영농조합법인,,박*옥,전라북도 정읍시 덕천면 태고로 627-12,차류 가공업 외 1 종
243,(주)누리자원,,김*규,전라북도 정읍시 태인면 칠북로 614 (STS),포장용 플라스틱 성형용기 제조업
244,(주)에스이,정읍태인농공단지,신*숙,전라북도 정읍시 태인면 태인공단1길 124,교통 신*장치 제조업 외 4 종
245,(주)동양이엔지,,김*수,전라북도 정읍시 태인면 오봉리 180-4번지,레미콘 제조업
246,금강스틸,,박*덕,전라북도 정읍시 덕천면 천곡사지로 290,절삭가공 및 유사처리업
247,(주)포올이앤씨,정읍태인농공단지,김*정,전라북도 정읍시 태인면 태인공단1길 124,금속 조립구조재 제조업 외 3 종
248,(주)엠에코 전북공장,정읍제1지방산업단지,이*숙,전라북도 정읍시 공단1길 48 (영파동),구조용 금속판제품 및 금속공작물 제조업 외 3 종
249,(유)케이에스,정읍태인농공단지,강*연,전라북도 정읍시 태인면 태인공단1길 134,간판 및 광고물 제조업
250,남원탁주합동주조장,,최*준,"전라북도 남원시 산성길 86 (산곡동, 남원탁주합동주조장)",탁주 및 약주 제조업
251,지리산특수한지,,김*희,전라북도 남원시 아영면 일대길 30-4,기타 종이 및 판지 제조업
252,삼영석건,,형*우,전라북도 남원시 보절면 진목3길 69 (삼양석재),건설용 석제품 제조업 외 1 종
253,춘향골한우영농조합,남원광치2농공단지,전*기,"전라북도 남원시 광치농공2길 31,  광치2농공단지 (용정동)",동물용 사료 및 조제식품 제조업
254,(유)남원제일푸드,,정*미,전라북도 남원시 대산면 대곡신계길 74-26 (주)대대푸드원),도축업
255,춘향골사람들영농조합법인,남원노암농공단지,임*준,"전라북도 남원시 시묘길 130,  노암1농공단지 (노암동)",코코아 제품 및 과자류 제조업 외 1 종
256,(주)현성바이탈,남원노암농공단지,신*윤,"전라북도 남원시 시묘길 89-26,  노암1농공단지 (노암동)",곡물 제분업 외 2 종
257,남원산림조합,,윤*창,전라북도 남원시 광석길 17-21 (용정동),기타 과실·채소 가공 및 저장처리업
258,가락식품,남원노암농공단지,정*택,"전라북도 남원시 시묘길 86,  노암1농공단지 (노암동)",떡류 제조업 외 2 종
259,*리유황오리 영농조합법인,,심*환,"전라북도 남원시 사매면 대사로 1244, (월평리 705-4) (총 4 필지)",가금류 가공 및 저장 처리업
260,(주)아성산업,,김*오,전라북도 남원시 호치길 250 (광치동),비금속광물 분쇄물 생산업
261,한일부엌가구,,김*이,"전라북도 남원시 쑥고개로 112 (노암동, 한일부엌가구)",주방용 및 음식점용 목재가구 제조업 외 1 종
262,(유)원각가로등,남원광치2농공단지,배*숙,"전라북도 남원시 광치농공2길 28 (용정동, 원각모터스)",일반용 전기 조명장치 제조업 외 6 종
263,(주)픽슨이앤씨,남원 노암제2농공단지,신*수,전라북도 남원시 시묘길 56-56 (노암동),금속 조립구조재 제조업 외 1 종
264,지리산참숯굼터,,박*자,전라북도 남원시 운봉읍 운봉로 407-50,천연수지 및 나무화학물질 제조업
265,팔팔목재,,임*정,전라북도 남원시 춘향로 392 (광치동),표면가공목재 및 특정 목적용 제재목 제조업
266,남원생탁,남원노암농공단지,신*하,"전라북도 남원시 시묘길 130 (노암동, 참본F&B)",탁주 및 약주 제조업
267,농업회사법인 산노을농원(주),,정*수,전라북도 남원시 운봉읍 황산로 829-8,기타 과실·채소 가공 및 저장처리업
268,(주)세강산업,김제월촌농공단지,장*길,"전라북도 김제시 월촌공단길 101-27 (명덕동, 명원테크)",자동차 차체용 부품 제조업
269,(유)리조,,김*민,전라북도 김제시 백구면 유강로 602-33 (황실가구),소파 및 기타 내장가구 제조업
270,미도공업사,,이*진,전라북도 김제시 황산면 용마로 426,장식용 목제품 제조업
271,진성포장,김제월촌농공단지,김*숙,전라북도 김제시 월촌공단길 74-14 (연정동),골판지 및 골판지상자 제조업
272,호평중공업주식회사,김제황산농공단지,윤*원,전라북도 김제시 황산면 용마로 429-41,"금속 문, 창, 셔터 및 관련제품 제조업 외 13 종"
273,금미영농조합법인2공장,,김*석,전라북도 김제시 광활면 지평선로 448,곡물 도정업
274,화인산업,,김*경,전라북도 김제시 백산면 능제로 781,기타 비료 및 질소화합물 제조업
275,주식회사 라이브맥,,김*관,전라북도 김제시 백구면 금백로 1143 (㈜ 라이브 맥),농업 및 임업용 기계 제조업
276,한우단조(주),김제대동농공단지,이*규,전라북도 김제시 백산면 대동공단2길 34-32 (㈜한우단조),금속단조제품 제조업
277,(주)삼주코텍,김제월촌농공단지,최*욱,전라북도 김제시 월촌공단길 101-9 (명덕동),"합성염료, 유연제 및 기타착색제 제조업 외 1 종"
278,(주)아이자,,김*완,전라북도 김제시 백구면 황토로 977 (아이지㈜),침구 및 관련제품 제조업
279,(주)세진산업,,천*철,"전라북도 김제시 금구면 풍요로 867-13,  외4필지",금속 조립구조재 제조업
280,(유)대진엔지니어링,김제봉황농공단지,조*숙,전라북도 김제시 봉황공단2길 78-32 (월성동),배전반 및 전기자동제어반 제조업 외 3 종
281,건영공조,,김*근,"전라북도 김제시 백구면 석담3길 192,  외2필지(669-38,669-32)",구조용 금속판제품 및 금속공작물 제조업
282,대정기공,,신*철,전라북도 김제시 만경읍 화포리 131-1번지,그외 기타 금속가공업
283,동신산업,,최*선,전라북도 김제시 백구면 석담리 376 번지,도장 및 기타 피막처리업
284,(주)지알씨,,박*자,전라북도 김제시 금구면 남양2길 326 (총 3 필지),석회 및 플라스터 제조업
285,동아식품,,김*순,전라북도 김제시 금산면 금산사로 59-8,기타 곡물가공품 제조업 외 1 종
286,삼오전기 주식회사,김제서흥농공단지,김*하,"전라북도 김제시 하공로 174, (흥사동 205-40번지) (흥사동)",배전반 및 전기자동제어반 제조업 외 4 종
287,농업회사법인 유한회사 성덕농산,,윤*철,전라북도 김제시 부량면 대평리 266-15번지,곡물 도정업
288,하나농산,,"신*균, 임*화","전라북도 김제시 공덕면 저동길 155,  (동계리 963-6번지)",곡물 도정업
289,(주)호룡,김제만경농공단지,박*현,"전라북도 김제시 만경읍 만경공단1길 44,  만경읍 몽산리 106-25번지",차체 및 특장차 제조업
290,주식회사 누리,,김*술,"전라북도 김제시 아리랑로 1991,  주식회사 누리 (상동동)","다이오드, 트랜지스터 및 유사 반도체소자 제조업"
291,이레에코그린,,박*우,"전라북도 김제시 용지면 금백로 1114,  (장신리 415-8) (총 3 필지)",부직포 및 펠트 제조업 외 1 종
292,J.S테크,,서*수,전라북도 김제시 백구면 영상리 184번지,자동차 엔진용 부품 제조업
293,전주김제완주축산업협동조합,,박*준,전라북도 김제시 죽산면 신흥리 718-10번지,동물용 사료 및 조제식품 제조업
294,투맨특장,,이*선,전라북도 김제시 백구면 석담4길 155 (총 5 필지),차체 및 특장차 제조업
295,유한회사 엘리트푸드,,장*광,전라북도 김제시 금구면 금백로 2-6,기타 육류 가공 및 저장처리업
296,주식회사 에이엔케이,김제자유무역지역,안*숙,전라북도 김제시 백산면 자유무역길 167,차체 및 특장차 제조업 외 2 종
297,유한회사 도니팜,,양*현,전라북도 김제시 금산면 금평로 281-131,기타 육류 가공 및 저장처리업 외 1 종
298,우원ENG,,김*경,전라북도 김제시 용지면 와룡1길 22-6,금속 조립구조재 제조업 외 1 종
299,농업회사법인 (주)세아농산 ,김제황산농공단지,박*상,전라북도 김제시 황산면 용마로 429-55,과실 및 채소 절임식품 제조업
300,주식회사 태원텍,김제봉황농공단지,김*경,전라북도 김제시 봉황공단2길 29-34 (오정동),배전반 및 전기자동제어반 제조업 외 1 종
301,(주)유림,김제지평선일반산업단지,배*준,전라북도 김제시 백산면 지평선산단6길 163,구조용 금속판제품 및 금속공작물 제조업
302,FL(에프엘),김제서흥농공단지,김*진,"전라북도 김제시 하공로 174 (흥사동, 금산송주)",조화 및 모조장식품 제조업 외 1 종
303,글로벌코리아(주),,김*헌,전라북도 김제시 금구면 광현1길 112,위생용 도자기 제조업
304,(주)전북종합박스,,"박*수, 정*기",전라북도 완주군 소양면 소양로 465-9,골판지 및 골판지상자 제조업
