산업체,성북구사업체수,성북구종사자수,돈암1동사업체수,돈암1동종사자수,돈암2동사업체수,돈암2동종사자수,안암동사업체수,안암동종사자수,보문동사업체수,보문동종사자수,정릉1동사업체수,정릉1동종사자수,정릉2동사업체수,정릉2동종사자수,정릉3동사업체수,정릉3동종사자수,정릉4동사업체수,정릉4동종사자수,길음1동사업체수,길음1동종사자수,길음2동사업체수,길음2동종사자수,월곡1동사업체수,월곡1동종사자수,월곡2동사업체수,월곡2동종사자수,장위1동사업체수,장위1동종사자수,장위2동사업체수,장위2동종사자수,장위3동사업체수,장위3동종사자수,성북동사업체수,성북동종사자수,삼선동사업체수,삼선동종사자수,동선동사업체수,동선동종사자수,종암동사업체수,종암동종사자수,석관동사업체수,석관동종사자수
기타 특성화 고등학교,1,56,1,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
고등 교육기관,63,12067,,,,,20,4436,,,,,,,14,2122,4,803,,,,,,,9,1171,,,,,,,1,55,9,1083,5,1269,,,1,1128
고등 교육기관,63,12067,,,,,20,4436,,,,,,,14,2122,4,803,,,,,,,9,1171,,,,,,,1,55,9,1083,5,1269,,,1,1128
대학교,8,11299,,,,,1,4321,,,,,,,1,1764,1,788,,,,,,,2,1130,,,,,,,,,1,903,1,1265,,,1,1128
대학원,55,768,,,,,19,115,,,,,,,13,358,3,15,,,,,,,7,41,,,,,,,1,55,8,180,4,4,,,,
"특수학교, 외국인학교 및 대안학교",1,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,77,,,,,,,,
특수학교,1,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,77,,,,,,,,
특수학교,1,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,77,,,,,,,,
일반 교습 학원,493,2115,18,240,29,70,10,23,12,56,30,58,21,87,2,8,14,35,44,205,27,76,40,129,13,46,7,15,8,19,12,32,28,76,40,137,58,456,52,242,28,105
일반 교습 학원,493,2115,18,240,29,70,10,23,12,56,30,58,21,87,2,8,14,35,44,205,27,76,40,129,13,46,7,15,8,19,12,32,28,76,40,137,58,456,52,242,28,105
일반 교과 학원,464,1755,15,223,29,70,7,11,10,35,29,57,21,87,2,8,13,34,43,194,27,76,38,125,13,46,6,9,8,19,12,32,28,76,36,97,54,324,48,175,25,57
방문 교육 학원,25,327,2,16,,,2,8,2,21,1,1,,,,,1,1,1,11,,,2,4,,,1,6,,,,,,,3,27,4,132,3,52,3,48
온라인 교육 학원,4,33,1,1,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,,,1,15,,
기타 교육기관,673,2056,12,47,26,49,19,54,17,92,35,71,32,86,10,58,31,60,48,169,35,104,40,91,30,83,20,32,10,44,13,79,57,246,56,155,71,200,72,206,39,130
스포츠 및 레크리에이션 교육기관,206,639,2,5,5,9,9,23,6,19,10,26,14,37,2,6,6,22,13,47,8,20,7,24,9,25,4,4,3,24,8,66,11,26,16,53,31,72,28,93,14,38
태권도 및 무술 교육기관,101,231,2,5,3,4,3,4,3,9,6,12,11,24,2,6,4,11,6,24,3,7,5,14,7,15,4,4,1,3,2,7,1,1,6,19,12,16,14,32,6,14
기타 스포츠 교육기관,77,302,,,2,5,6,19,2,9,3,11,2,10,,,,,7,23,3,10,2,10,2,10,,,1,20,2,7,8,23,9,33,12,45,11,46,5,21
레크리에이션 교육기관,26,51,,,,,,,1,1,1,3,1,3,,,1,1,,,2,3,,,,,,,1,1,3,7,2,2,1,1,7,11,3,15,3,3
청소년 수련시설 운영업,2,55,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,1,45,,,,,,,,,,
예술학원,321,616,8,17,16,21,6,20,5,13,22,33,16,19,4,7,20,33,22,47,21,49,22,36,14,28,12,20,5,9,5,13,25,36,24,40,24,74,35,81,15,20
음악학원,183,345,5,11,9,12,3,9,3,9,13,20,13,16,3,5,10,16,13,33,9,15,12,18,10,23,7,9,4,6,3,9,13,15,12,17,12,45,17,40,12,17
미술학원,107,194,3,6,7,9,2,7,1,3,8,9,3,3,1,2,6,11,8,11,7,21,10,18,3,3,4,8,1,3,2,4,5,6,9,15,10,24,14,28,3,3
기타 예술학원,31,77,,,,,1,4,1,1,1,4,,,,,4,6,1,3,5,13,,,1,2,1,3,,,,,7,15,3,8,2,5,4,13,,
외국어학원 및 기타 교습학원,56,417,2,25,3,4,2,5,,,2,4,2,30,,,2,2,8,48,2,9,6,26,1,19,3,7,1,8,,,3,117,7,41,4,7,6,29,2,36
외국어학원,56,417,2,25,3,4,2,5,,,2,4,2,30,,,2,2,8,48,2,9,6,26,1,19,3,7,1,8,,,3,117,7,41,4,7,6,29,2,36
사회교육시설,10,91,,,1,14,,,,,,,,,2,33,,,1,4,1,8,,,,,1,1,,,,,1,10,2,4,1,17,,,,
사회교육시설,10,91,,,1,14,,,,,,,,,2,33,,,1,4,1,8,,,,,1,1,,,,,1,10,2,4,1,17,,,,
직원훈련기관,4,51,,,,,,,1,46,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,,,,1,1
직원훈련기관,4,51,,,,,,,1,46,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,,,,1,1
기술 및 직업훈련학원,51,148,,,,,1,1,4,11,,,,,1,1,2,2,2,19,3,18,5,5,5,10,,,1,3,,,7,11,4,11,8,25,2,2,6,29
기타 기술 및 직업훈련학원,51,148,,,,,1,1,4,11,,,,,1,1,2,2,2,19,3,18,5,5,5,10,,,1,3,,,7,11,4,11,8,25,2,2,6,29
그 외 기타 교육기관,25,94,,,1,1,1,5,1,3,1,8,,,1,11,1,1,2,4,,,,,1,1,,,,,,,8,42,3,6,3,5,1,1,1,6
컴퓨터 학원,6,33,,,,,,,1,3,,,,,,,,,1,3,,,,,,,,,,,,,2,23,1,3,1,1,,,,
그 외 기타 분류 안된 교육기관,19,61,,,1,1,1,5,,,1,8,,,1,11,1,1,1,1,,,,,1,1,,,,,,,6,19,2,3,2,4,1,1,1,6
교육지원 서비스업,28,146,,,,,8,53,,,1,3,,,1,7,2,12,,,,,,,2,2,,,,,,,2,2,2,10,6,41,3,15,1,1
교육지원 서비스업,28,146,,,,,8,53,,,1,3,,,1,7,2,12,,,,,,,2,2,,,,,,,2,2,2,10,6,41,3,15,1,1
교육관련 자문 및 평가업,12,64,,,,,3,30,,,,,,,,,1,2,,,,,,,1,1,,,,,,,1,1,,,4,17,2,13,,
기타 교육지원 서비스업,16,82,,,,,5,23,,,1,3,,,1,7,1,10,,,,,,,1,1,,,,,,,1,1,2,10,2,24,1,2,1,1
보건업 및 사회복지 서비스업,1045,13249,21,221,27,205,45,3132,37,734,30,305,55,471,23,202,49,425,75,633,54,986,73,664,66,858,26,233,36,400,24,219,58,432,86,696,88,710,95,973,77,750
보건업,544,7083,8,88,13,66,18,2795,19,206,16,185,28,278,3,9,26,131,40,292,33,699,30,175,33,382,11,32,18,181,9,75,36,155,52,277,63,382,49,443,39,232
병원,14,3926,,,,,2,2713,2,127,1,91,2,156,,,,,,,4,553,,,,,,,1,120,,,,,,,1,65,1,101,,
병원,14,3926,,,,,2,2713,2,127,1,91,2,156,,,,,,,4,553,,,,,,,1,120,,,,,,,1,65,1,101,,
종합 병원,1,2598,,,,,1,2598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반 병원,7,757,,,,,1,115,,,,,1,10,,,,,,,3,466,,,,,,,,,,,,,,,1,65,1,101,,
요양 병원,6,571,,,,,,,2,127,1,91,1,146,,,,,,,1,87,,,,,,,1,120,,,,,,,,,,,,
의원,498,2789,8,88,12,63,12,69,17,79,15,94,25,121,3,9,25,126,39,275,26,127,30,175,32,144,11,32,17,61,9,75,32,135,44,247,56,311,46,326,39,232
의원,498,2789,8,88,12,63,12,69,17,79,15,94,25,121,3,9,25,126,39,275,26,127,30,175,32,144,11,32,17,61,9,75,32,135,44,247,56,311,46,326,39,232
일반 의원,234,1588,4,60,5,15,4,23,6,40,9,73,12,70,2,6,12,60,18,192,11,59,13,95,15,70,6,18,7,27,6,54,17,78,24,167,27,178,21,191,15,112
치과 의원,145,721,3,20,3,15,6,39,6,23,3,11,6,24,1,3,7,27,13,51,8,38,10,53,8,43,3,8,4,18,2,17,9,41,9,42,18,95,13,81,13,72
한의원,117,449,1,8,4,33,2,7,5,16,3,10,7,27,,,5,14,8,32,7,30,7,27,9,31,2,6,6,16,1,4,6,16,11,38,10,32,12,54,11,48
방사선 진단 및 병리 검사 의원,2,31,,,,,,,,,,,,,,,1,25,,,,,,,,,,,,,,,,,,,1,6,,,,
공중 보건 의료업,2,240,,,,,,,,,,,,,,,,,,,1,2,,,1,238,,,,,,,,,,,,,,,,
공중 보건 의료업,2,240,,,,,,,,,,,,,,,,,,,1,2,,,1,238,,,,,,,,,,,,,,,,
공중 보건 의료업,2,240,,,,,,,,,,,,,,,,,,,1,2,,,1,238,,,,,,,,,,,,,,,,
기타 보건업,30,128,,,1,3,4,13,,,,,1,1,,,1,5,1,17,2,17,,,,,,,,,,,4,20,8,30,6,6,2,16,,
기타 보건업,30,128,,,1,3,4,13,,,,,1,1,,,1,5,1,17,2,17,,,,,,,,,,,4,20,8,30,6,6,2,16,,
유사 의료업,29,124,,,1,3,3,9,,,,,1,1,,,1,5,1,17,2,17,,,,,,,,,,,4,20,8,30,6,6,2,16,,
그 외 기타 보건업,1,4,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사회복지 서비스업,501,6166,13,133,14,139,27,337,18,528,14,120,27,193,20,193,23,294,35,341,21,287,43,489,33,476,15,201,18,219,15,144,22,277,34,419,25,328,46,530,38,518
거주 복지시설 운영업,38,854,,,1,23,5,93,4,374,,,6,37,6,54,2,9,1,45,,,2,32,4,105,1,7,,,,,,,3,30,1,18,2,27,,
노인 거주 복지시설 운영업,21,442,,,1,23,1,15,3,84,,,2,27,2,39,,,1,45,,,2,32,3,96,1,7,,,,,,,2,29,1,18,2,27,,
노인 요양 복지시설 운영업,21,442,,,1,23,1,15,3,84,,,2,27,2,39,,,1,45,,,2,32,3,96,1,7,,,,,,,2,29,1,18,2,27,,
심신장애인 거주 복지시설 운영업,8,380,,,,,4,78,1,290,,,1,2,,,,,,,,,,,1,9,,,,,,,,,1,1,,,,,,
신체 부자유자 거주 복지시설 운영업,8,380,,,,,4,78,1,290,,,1,2,,,,,,,,,,,1,9,,,,,,,,,1,1,,,,,,
기타 거주 복지시설 운영업,9,32,,,,,,,,,,,3,8,4,15,2,9,,,,,,,,,,,,,,,,,,,,,,,,
아동 및 부녀자 거주 복지시설 운영업,6,24,,,,,,,,,,,2,5,3,14,1,5,,,,,,,,,,,,,,,,,,,,,,,,
그 외 기타 거주 복지시설 운영업,3,8,,,,,,,,,,,1,3,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,
비거주 복지시설 운영업,463,5312,13,133,13,116,22,244,14,154,14,120,21,156,14,139,21,285,34,296,21,287,41,457,29,371,14,194,18,219,15,144,22,277,31,389,24,310,44,503,38,518
보육시설 운영업,262,2282,8,63,13,116,9,94,6,76,12,105,12,71,7,77,17,165,29,210,9,83,22,172,14,132,9,73,8,84,12,111,5,56,9,86,7,69,33,257,21,182
보육시설 운영업,262,2282,8,63,13,116,9,94,6,76,12,105,12,71,7,77,17,165,29,210,9,83,22,172,14,132,9,73,8,84,12,111,5,56,9,86,7,69,33,257,21,182
기타 비거주 복지 서비스업,201,3030,5,70,,,13,150,8,78,2,15,9,85,7,62,4,120,5,86,12,204,19,285,15,239,5,121,10,135,3,33,17,221,22,303,17,241,11,246,17,336
직업재활원 운영업,5,84,,,,,2,13,,,,,,,,,,,,,,,1,28,1,29,,,,,,,,,1,14,,,,,,
종합복지관 운영업,29,417,1,4,,,1,4,,,1,3,2,21,5,59,1,2,1,4,2,35,3,61,2,41,1,6,2,11,,,1,3,2,8,1,5,3,150,,
방문 복지서비스 제공업,81,2029,3,56,,,3,104,2,36,1,12,3,50,2,3,3,118,4,82,4,137,7,162,4,120,3,113,6,122,2,27,6,124,7,171,6,201,5,83,10,308
사회복지 상담서비스 제공업,38,166,1,10,,,6,10,3,18,,,1,6,,,,,,,2,4,3,18,2,10,,,2,2,1,6,4,32,6,23,4,18,1,4,2,5
그 외 기타 비거주 복지 서비스업,48,334,,,,,1,19,3,24,,,3,8,,,,,,,4,28,5,16,6,39,1,2,,,,,6,62,6,87,6,17,2,9,5,23
"예술, 스포츠 및 여가관련 서비스업",745,2323,7,35,16,62,61,168,20,39,25,53,33,195,23,62,29,92,30,87,27,148,35,87,58,186,22,39,14,22,9,23,35,133,75,169,99,302,67,216,60,205
"창작, 예술 및 여가관련 서비스업",152,730,3,18,9,41,5,20,5,11,9,21,4,124,4,17,5,34,2,6,8,32,4,8,4,68,1,1,1,1,3,4,19,95,27,86,17,40,11,40,11,63
창작 및 예술관련 서비스업,60,182,,,2,2,1,5,2,3,2,2,,,2,14,1,3,,,3,4,,,,,1,1,,,1,1,8,31,22,66,9,18,2,8,4,24
공연시설 운영업,4,11,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,3,,,,
공연시설 운영업,4,11,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,3,,,,
공연단체,19,44,,,2,2,,,,,1,1,,,,,,,,,,,,,,,,,,,,,3,8,8,9,2,6,1,2,2,16
연극단체,16,35,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,2,5,8,9,1,1,1,2,2,16
무용 및 음악단체,3,9,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,1,5,,,,
자영 예술가,3,5,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,2,3,,,,,,,,
비공연 예술가,3,5,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,2,3,,,,,,,,
기타 창작 및 예술관련 서비스업,34,122,,,,,,,2,3,1,1,,,2,14,1,3,,,2,2,,,,,1,1,,,1,1,3,20,12,54,6,9,1,6,2,8
공연 기획업,24,104,,,,,,,2,3,,,,,1,11,1,3,,,1,1,,,,,,,,,,,2,15,11,52,3,5,1,6,2,8
그 외 기타 창작 및 예술관련 서비스업,10,18,,,,,,,,,1,1,,,1,3,,,,,1,1,,,,,1,1,,,1,1,1,5,1,2,3,4,,,,
"도서관, 사적지 및 유사 여가관련 서비스업",92,548,3,18,7,39,4,15,3,8,7,19,4,124,2,3,4,31,2,6,5,28,4,8,4,68,,,1,1,2,3,11,64,5,20,8,22,9,32,7,39
"도서관, 기록보존소 및 독서실 운영업",80,318,3,18,7,39,4,15,3,8,7,19,2,9,2,3,4,31,2,6,5,28,4,8,3,30,,,1,1,2,3,3,8,5,20,8,22,9,32,6,18
도서관 및 기록보존소 운영업,23,153,,,3,27,,,2,3,3,9,2,9,,,1,22,,,2,18,,,1,28,,,1,1,,,1,3,1,2,1,3,4,18,1,10
독서실 운영업,57,165,3,18,4,12,4,15,1,5,4,10,,,2,3,3,9,2,6,3,10,4,8,2,2,,,,,2,3,2,5,4,18,7,19,5,14,5,8
박물관 및 사적지 관리 운영업,10,104,,,,,,,,,,,1,27,,,,,,,,,,,,,,,,,,,8,56,,,,,,,1,21
박물관 운영업,8,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,56,,,,,,,,
사적지 관리 운영업,2,48,,,,,,,,,,,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21
"식물원, 동물원 및 자연공원 운영업",2,126,,,,,,,,,,,1,88,,,,,,,,,,,1,38,,,,,,,,,,,,,,,,
자연공원 운영업,2,126,,,,,,,,,,,1,88,,,,,,,,,,,1,38,,,,,,,,,,,,,,,,
스포츠 및 오락관련 서비스업,593,1593,4,17,7,21,56,148,15,28,16,32,29,71,19,45,24,58,28,81,19,116,31,79,54,118,21,38,13,21,6,19,16,38,48,83,82,262,56,176,49,142
스포츠 서비스업,237,771,2,7,5,18,16,54,5,8,9,20,14,33,12,32,10,29,11,42,9,54,16,51,13,37,5,10,2,4,4,14,7,23,20,34,30,121,26,95,21,85
경기장 운영업,1,18,,,,,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
실내 경기장 운영업,1,18,,,,,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기타 스포츠시설 운영업,234,747,2,7,5,18,15,36,5,8,8,17,14,33,12,32,10,29,11,42,9,54,16,51,13,37,5,10,2,4,4,14,7,23,19,31,30,121,26,95,21,85
종합 스포츠시설 운영업,6,138,,,,,,,,,,,,,,,1,17,,,,,1,18,,,,,,,1,3,,,,,1,28,1,26,1,46
체력단련시설 운영업,83,275,1,6,2,13,6,19,2,2,4,8,5,19,2,2,2,3,4,19,6,29,5,8,4,22,2,6,,,1,3,4,13,6,11,11,46,9,32,7,14
수영장 운영업,4,30,,,,,,,,,,,,,,,,,1,5,1,12,1,8,,,,,,,,,,,,,,,1,5,,
볼링장 운영업,4,25,,,,,,,,,,,,,,,,,1,6,,,,,,,,,,,1,6,,,,,2,13,,,,
당구장 운영업,84,127,,,,,7,11,1,2,2,3,4,4,7,9,7,9,3,5,,,3,5,7,11,3,4,2,4,,,1,2,12,19,9,13,7,11,9,15
골프연습장 운영업,33,112,,,2,4,,,1,3,2,6,2,3,3,21,,,1,6,2,13,4,9,2,4,,,,,1,2,2,8,1,1,2,5,5,18,3,9
그 외 기타 스포츠시설 운영업,20,40,1,1,1,1,2,6,1,1,,,3,7,,,,,1,1,,,2,3,,,,,,,,,,,,,5,16,3,3,1,1
기타 스포츠 서비스업,2,6,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,
스포츠 클럽 운영업,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,
그 외 기타 스포츠 서비스업,1,3,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유원지 및 기타 오락관련 서비스업,356,822,2,10,2,3,40,94,10,20,7,12,15,38,7,13,14,29,17,39,10,62,15,28,41,81,16,28,11,17,2,5,9,15,28,49,52,141,30,81,28,57
오락장 운영업,312,727,2,10,2,3,40,94,8,17,6,11,13,36,7,13,13,27,14,34,8,31,13,25,36,73,15,27,7,11,2,5,6,10,22,40,49,136,25,74,24,50
전자 게임장 운영업,11,19,,,,,4,4,,,,,,,,,,,1,1,,,,,,,,,,,1,2,,,2,6,3,6,,,,
컴퓨터 게임방 운영업,71,323,1,9,,,13,59,3,10,1,3,5,22,2,8,4,14,3,11,2,6,2,8,6,30,4,16,1,4,1,3,2,6,1,7,7,48,8,46,5,13
노래연습장 운영업,173,244,1,1,,,19,24,5,7,4,4,6,8,4,4,6,8,5,7,3,5,8,10,23,30,9,9,6,7,,,2,2,17,20,26,48,15,25,14,25
기타 오락장 운영업,57,141,,,2,3,4,7,,,1,4,2,6,1,1,3,5,5,15,3,20,3,7,7,13,2,2,,,,,2,2,2,7,13,34,2,3,5,12
수상오락 서비스업,2,2,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
낚시장 운영업,2,2,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
사행시설 관리 및 운영업,35,83,,,,,,,2,3,,,1,1,,,1,2,2,2,1,30,2,3,5,8,1,1,4,6,,,3,5,5,8,2,4,3,5,3,5
복권발행 및 판매업,34,53,,,,,,,2,3,,,1,1,,,1,2,2,2,,,2,3,5,8,1,1,4,6,,,3,5,5,8,2,4,3,5,3,5
기타 사행시설 관리 및 운영업,1,30,,,,,,,,,,,,,,,,,,,1,30,,,,,,,,,,,,,,,,,,,,
그 외 기타 오락관련 서비스업,7,10,,,,,,,,,,,1,1,,,,,1,3,,,,,,,,,,,,,,,1,1,1,1,2,2,1,2
무도장 운영업,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,
기원 운영업,5,8,,,,,,,,,,,1,1,,,,,1,3,,,,,,,,,,,,,,,1,1,,,1,1,1,2
그 외 기타 분류 안된 오락관련 서비스업,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,
"협회 및 단체, 수리 및 기타 개인 서비스업",2625,5567,52,118,53,157,144,385,113,240,99,144,105,168,102,251,124,224,110,231,117,348,147,336,176,362,115,184,107,205,59,100,147,459,169,324,265,590,209,382,212,359
협회 및 단체,569,1971,15,63,14,100,47,158,15,81,18,46,18,43,49,164,43,94,17,72,19,63,29,110,41,128,23,60,22,79,10,18,58,286,33,71,31,110,39,138,28,87
산업 및 전문가 단체,34,102,2,6,,,13,36,3,9,1,2,,,,,,,,,,,3,4,1,1,,,2,4,,,1,1,3,15,1,1,3,20,1,3
산업 단체,10,30,1,4,,,,,2,6,,,,,,,,,,,,,3,4,,,,,2,4,,,,,1,9,,,,,1,3
산업 단체,10,30,1,4,,,,,2,6,,,,,,,,,,,,,3,4,,,,,2,4,,,,,1,9,,,,,1,3
전문가 단체,24,72,1,2,,,13,36,1,3,1,2,,,,,,,,,,,,,1,1,,,,,,,1,1,2,6,1,1,3,20,,
전문가 단체,24,72,1,2,,,13,36,1,3,1,2,,,,,,,,,,,,,1,1,,,,,,,1,1,2,6,1,1,3,20,,
노동조합,5,13,,,,,2,8,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,3,,,,,1,1
노동조합,5,13,,,,,2,8,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,3,,,,,1,1
노동조합,5,13,,,,,2,8,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,3,,,,,1,1
기타 협회 및 단체,530,1856,13,57,14,100,32,114,12,72,17,44,18,43,49,164,42,93,17,72,19,63,26,106,40,127,23,60,20,75,10,18,57,285,29,53,30,109,36,118,26,83
종교 단체,446,1489,11,36,12,40,16,63,10,62,15,38,16,40,49,164,41,91,14,47,13,32,20,86,22,78,23,60,18,69,10,18,51,242,23,42,26,97,32,112,24,72
불교 단체,125,392,2,13,5,26,4,12,3,29,3,5,7,24,31,69,21,46,,,2,4,,,2,45,1,1,2,2,,,24,83,7,15,4,10,6,7,1,1
기독교 단체,280,876,9,23,6,10,11,49,7,33,12,33,8,15,15,69,18,38,11,34,10,26,19,79,19,30,20,50,12,63,10,18,14,63,15,26,18,53,25,102,21,62
천주교 단체,29,202,,,1,4,,,,,,,,,3,26,1,5,2,11,1,2,1,7,,,1,7,,,,,13,96,,,3,32,1,3,2,9
민족종교 단체,4,7,,,,,1,2,,,,,,,,,,,,,,,,,,,1,2,,,,,,,1,1,1,2,,,,
기타 종교 단체,8,12,,,,,,,,,,,1,1,,,1,2,1,2,,,,,1,3,,,4,4,,,,,,,,,,,,
정치 단체,4,20,,,,,,,,,,,,,,,,,,,,,,,2,14,,,,,,,,,2,6,,,,,,
정치 단체,4,20,,,,,,,,,,,,,,,,,,,,,,,2,14,,,,,,,,,2,6,,,,,,
시민운동 단체,9,64,1,15,,,1,4,,,,,1,1,,,,,,,,,,,,,,,1,4,,,2,36,1,1,1,2,1,1,,
환경운동 단체,4,39,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,1,32,,,1,2,1,1,,
기타 시민운동 단체,5,25,1,15,,,,,,,,,1,1,,,,,,,,,,,,,,,1,4,,,1,4,1,1,,,,,,
그 외 기타 협회 및 단체,71,283,1,6,2,60,15,47,2,10,2,6,1,2,,,1,2,3,25,6,31,6,20,16,35,,,1,2,,,4,7,3,4,3,10,3,5,2,11
그 외 기타 협회 및 단체,71,283,1,6,2,60,15,47,2,10,2,6,1,2,,,1,2,3,25,6,31,6,20,16,35,,,1,2,,,4,7,3,4,3,10,3,5,2,11
개인 및 소비용품 수리업,488,876,8,15,7,10,29,53,26,57,27,33,26,35,12,32,15,33,15,21,27,49,37,104,30,62,24,28,23,43,15,22,25,63,28,45,26,34,39,55,49,82
컴퓨터 및 통신장비 수리업,42,65,1,1,,,2,2,,,2,2,1,1,,,2,2,3,4,2,2,4,6,1,1,3,3,4,6,2,2,3,18,2,5,3,3,2,2,5,5
컴퓨터 및 주변 기기 수리업,34,42,1,1,,,1,1,,,2,2,1,1,,,2,2,3,4,2,2,4,6,,,2,2,3,5,2,2,2,2,1,4,1,1,2,2,5,5
컴퓨터 및 주변 기기 수리업,34,42,1,1,,,1,1,,,2,2,1,1,,,2,2,3,4,2,2,4,6,,,2,2,3,5,2,2,2,2,1,4,1,1,2,2,5,5
통신장비 수리업,8,23,,,,,1,1,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,1,16,1,1,2,2,,,,
통신장비 수리업,8,23,,,,,1,1,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,1,16,1,1,2,2,,,,
자동차 및 모터사이클 수리업,187,411,2,3,,,12,25,14,36,11,16,10,16,8,28,6,19,1,4,10,20,17,44,19,45,6,8,10,27,7,10,11,34,7,13,7,13,12,19,17,31
자동차 수리 및 세차업,162,382,1,2,,,9,21,12,33,10,15,8,14,8,28,4,17,1,4,7,17,16,43,17,42,6,8,9,26,5,7,11,34,7,13,6,12,10,17,15,29
자동차 종합 수리업,9,54,,,,,2,9,1,3,,,,,,,2,10,,,1,4,1,20,1,4,,,,,,,,,,,1,4,,,,
자동차 전문 수리업,128,279,1,2,,,6,10,10,28,8,12,6,11,7,24,1,2,,,4,7,14,22,13,33,5,7,7,24,5,7,9,30,5,11,5,8,9,16,13,25
자동차 세차업,25,49,,,,,1,2,1,2,2,3,2,3,1,4,1,5,1,4,2,6,1,1,3,5,1,1,2,2,,,2,4,2,2,,,1,1,2,4
모터사이클 수리업,25,29,1,1,,,3,4,2,3,1,1,2,2,,,2,2,,,3,3,1,1,2,3,,,1,1,2,3,,,,,1,1,2,2,2,2
모터사이클 수리업,25,29,1,1,,,3,4,2,3,1,1,2,2,,,2,2,,,3,3,1,1,2,3,,,1,1,2,3,,,,,1,1,2,2,2,2
개인 및 가정용품 수리업,259,400,5,11,7,10,15,26,12,21,14,15,15,18,4,4,7,12,11,13,15,27,16,54,10,16,15,17,9,10,6,10,11,11,19,27,16,18,25,34,27,46
가전제품 수리업,48,130,1,7,1,1,4,13,3,5,2,2,2,2,,,1,4,1,1,3,13,5,42,2,4,3,4,2,2,1,1,1,1,2,4,2,2,8,12,4,10
가전제품 수리업,48,130,1,7,1,1,4,13,3,5,2,2,2,2,,,1,4,1,1,3,13,5,42,2,4,3,4,2,2,1,1,1,1,2,4,2,2,8,12,4,10
기타 개인 및 가정용품 수리업,211,270,4,4,6,9,11,13,9,16,12,13,13,16,4,4,6,8,10,12,12,14,11,12,8,12,12,13,7,8,5,9,10,10,17,23,14,16,17,22,23,36
의복 및 기타 가정용 직물제품 수리업,117,143,3,3,6,9,4,5,2,3,8,9,7,9,3,3,3,4,8,9,7,9,8,9,4,5,6,6,1,2,2,3,5,5,8,12,10,11,12,16,10,11
"가죽, 가방 및 신발 수리업",17,20,,,,,,,1,2,2,2,1,1,,,1,1,1,1,1,1,,,,,1,1,1,1,,,1,1,4,6,1,1,,,2,2
"시계, 귀금속 및 악기 수리업",5,6,,,,,,,1,1,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,2,3
그 외 기타 개인 및 가정용품 수리업,72,101,1,1,,,7,8,5,10,1,1,5,6,1,1,2,3,1,2,3,3,3,3,4,7,5,6,5,5,3,6,4,4,5,5,3,4,5,6,9,20
기타 개인 서비스업,1568,2720,29,40,32,47,68,174,72,102,54,65,61,90,41,55,66,97,78,138,71,236,81,122,105,172,68,96,62,83,34,60,64,110,108,208,208,446,131,189,135,190
"미용, 욕탕 및 유사 서비스업",1166,1919,22,25,24,35,55,121,47,65,41,50,46,67,31,41,49,73,57,98,49,110,61,85,82,140,43,52,46,57,25,43,49,76,82,117,154,384,98,145,105,135
