순번,회사명,공장대표주소(도로명),업종번호,업종명
2284,하나산전(주),"충청남도 아산시 염치읍 은행나무길 223, 중소기업지원센터314호","31202, ",철도차량 부품 및 관련 장치물 제조업
2285,하나엘산업(주),충청남도 아산시 신창면 학성로 81,"30399, ",그 외 자동차용 신품 부품 제조업
2286,하나워터젯,충청남도 아산시 음봉면 산동로 271-14 (음봉면 산동리 201-13 공장 (황인철)),"25999, 25995",그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종
2287,하나테크,충청남도 아산시 음봉면 산동로 321-3,"26299, 26295",그 외 기타 전자부품 제조업 외 1 종
2288,하미주 티퍼스,"충청남도 아산시 신정로 213 (초사동, 초사동 639-2 공장 (이순옥)) 외 1필지","32021, 32029",주방용 및 음식점용 목재가구 제조업 외 1 종
2289,하이스틸(주),충청남도 아산시 둔포면 장영실로 929-1,"24199, 30391, 30392, 30399, 30400",그 외 기타 1차 철강 제조업 외 4 종
2290,하이에스엠피(주),충청남도 아산시 둔포면 신남리 492-2 외 6필지,"24199, ",그 외 기타 1차 철강 제조업
2291,한국광성전자(주),충청남도 아산시 연암율금로 237 -37(음봉면),"26521, 26224, 26295, 26299, 26529","라디오, 녹음 및 재생 기기 제조업 외 4 종"
2292,한국도요타쯔우쇼주식회사,충청남도 아산시 영인면 윤보선로 184,"29131, ",액체 펌프 제조업
2293,한국로봇산업,충청남도 아산시 염치읍 서원리 265-2번지 외 1필지,"30399, 30391, 30392, 30400",그 외 자동차용 신품 부품 제조업 외 3 종
2294,한국메티슨특수가스(주),충청남도 아산시 음봉면 음봉면로 94 (한국메티슨특수가스(주)),"20121, 20129",산업용 가스 제조업 외 1 종
2295,한국물류시스템(주),충청남도 아산시 영인면 신봉길 62 외 1필지,"29161, 29162, 29241, 29299, 34011",산업용 트럭 및 적재기 제조업 외 4 종
2296,한국분말야금(주),충청남도 아산시 인주면 인주산단로 111,"25911, ",분말 야금제품 제조업
2297,한국아이소(주),충청남도 아산시 음봉면 산동로 152,"30399, 30391, 30392, 30400, 32019",그 외 자동차용 신품 부품 제조업 외 4 종
2298,한국아이티닷컴(주),충청남도 아산시 둔포면 관대안길 31,"28903, ",교통 신호장치 제조업
2299,한국안전기술(주),충청남도 아산시 음봉면 산동로 145-33 (NT.CABLE),"25112, 25932",구조용 금속 판제품 및 공작물 제조업 외 1 종
2300,한국앱티브커넥션시스템즈 유한책임회사,충청남도 아산시 둔포면 아산밸리중앙로 144,"30331, 30391, 30392, 30399, 30400",자동차용 신품 동력전달장치 제조업 외 4 종
2301,한국엔지니어링,충청남도 아산시 염치읍 충무로 217-2,"15220, ",신발 부분품 제조업
2302,한국오션플랫폼(주),충청남도 아산시 영인면 토정샘로 66,"23325, ",콘크리트 관 및 기타 구조용 콘크리트 제품 제조업
2303,한국철강공업(주),충청남도 아산시 둔포면 윤보선로 364,"25932, ",일반철물 제조업
2304,한국철강공업(주),충청남도 아산시 둔포면 아산밸리동로 160,"25932, ",일반철물 제조업
2305,한국철강공업(주) 2공장,충청남도 아산시 둔포면 윤보선로 370,"25932, ",일반철물 제조업
2306,한국칠판산업,충청남도 아산시 신정로 243 (초사동),"29180, 32029, 33920",사무용 기계 및 장비 제조업 외 2 종
2307,한국코팅,충청남도 아산시 둔포면 충무로1313번길 38 외 2필지,"25924, ",절삭가공 및 유사처리업
2308,한국폼팩,"충청남도 아산시 인주면 영인산로333번길 60, 번지외 1필지","17211, 17212",골판지 제조업 외 1 종
2309,한국호이스트,충청남도 아산시 둔포면 윤보선로248번길 62-26,"29169, ",기타 물품 취급장비 제조업
2310,한국휘쉬바크(주),충청남도 아산시 신창면 가내길 163,"22232, ",포장용 플라스틱 성형용기 제조업
2311,한길기업,"충청남도 아산시 둔포면 윤보선로 481, 2동","16229, ",기타 건축용 나무제품 제조업
2312,한덕초음파,충청남도 아산시 신창면 창암황산길 187,"27215, ",기기용 자동측정 및 제어장치 제조업
2313,한라건설,충청남도 아산시 탕정면 동산리 7번지 외 8필지,"23322, ",레미콘 제조업
2314,한라엔컴(주),충청남도 아산시 배방읍 봉강천로 131 외 5필지,"23322, ",레미콘 제조업
2315,한뫼공업(주),충청남도 아산시 영인면 월선서길 60,"25994, ",금속 표시판 제조업
2316,한뫼공업(주),충청남도 아산시 염치읍 현대로 244-22,"30399, 25112, 25991, 30391, 30392, 30400",그 외 자동차용 신품 부품 제조업 외 5 종
2317,한미피클(주),충청남도 아산시 둔포면 충무로 1342,"10301, 10302",김치류 제조업 외 1 종
2318,한본인더스트리주식회사,충청남도 아산시 둔포면 아산밸리북로 111-22 (한본인티스트리(주)),"23999, ",그 외 기타 분류 안된 비금속 광물제품 제조업
2319,한산스크류주식회사,충청남도 아산시 둔포면 아산밸리로 142,"25941, 25942, 25999",볼트 및 너트류 제조업 외 2 종
2320,한서테크,충청남도 아산시 선장면 선창리 348-1번지 외 3필지,"30310, 30400",자동차 엔진용 신품 부품 제조업 외 1 종
2321,한서화학(주),"충청남도 아산시 서부북로 34 -46(선장면, 물류창고)","30399, ",그 외 자동차용 신품 부품 제조업
2322,한성,충청남도 아산시 신창면 순천향로 217,"16211, ","박판, 합판 및 유사 적층판 제조업"
2323,한성정밀공업(주),충청남도 아산시 둔포면 해위안길62번길 27,"25941, 25942, 25999",볼트 및 너트류 제조업 외 2 종
2324,한성하이텍(주),충청남도 아산시 둔포면 해위길 120 외 3필지,"23112, 23119",안전유리 제조업 외 1 종
2325,한송정공(주),충청남도 아산시 염치읍 아산로710번길 83 외 4필지,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종
2326,한수미터(주),충청남도 아산시 서부남로667번길 24 (신창면) 서부남로667번길38,"27214, ",속도계 및 적산계기 제조업
2327,한신기업(주),충청남도 아산시 둔포면 봉신로 104-16 (총 2 필지),"30393, ",자동차용 신품 의자 제조업
2328,한양이엔지(주),충청남도 아산시 음봉면 연암산로 32 (한양이엔지(주)) 외 1필지,"29271, 29261, 29272, 29299",반도체 제조용 기계 제조업 외 3 종
2329,한양퍼니쳐,충청남도 아산시 배방읍 휴대세교길 272,"32021, 32029, 32091",주방용 및 음식점용 목재가구 제조업 외 2 종
2330,한온시스템(주),충청남도 아산시 둔포면 관대길 90-14 외 1필지,"22241, ",운송장비 조립용 플라스틱제품 제조업
2331,한온시스템이에프피코리아(주),충청남도 아산시 둔포면 아산밸리서로 20,"30310, ",자동차 엔진용 신품 부품 제조업
2332,한일산업,충청남도 아산시 둔포면 산전길 99 (총 4 필지) 외 3필지,"22241, 22249",운송장비 조립용 플라스틱제품 제조업 외 1 종
2333,한일산업,충청남도 아산시 선장면 아산만로 592-13 (제일플리머),"20203, ",혼성 및 재생 플라스틱 소재 물질 제조업
2334,한일산업(주),충청남도 아산시 신창면 서부남로 561 외 1필지,"30320, ",자동차 차체용 신품 부품 제조업
2335,한일산업(주),충청남도 아산시 온천대로1122번길 35-8(득산동),"30391, ",자동차용 신품 조향장치 및 현가 장치 제조업
2336,한일산업(주) 2공장,충청남도 아산시 신창면 서부남로 521,"30320, ",자동차 차체용 부품 제조업
2337,한일산업(주) 아산공장,충청남도 아산시 염치읍 아산로 505 외 2필지,"23322, ",레미콘 제조업
2338,한주기계,충청남도 아산시 염치읍 현대로 244-12,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종
2339,한창테크(주),충청남도 아산시 둔포면 관대길 90-16,"25923, ",도장 및 기타 피막처리업
2340,한화로보틱스(주),충청남도 아산시 음봉면 아산밸리로388번길 181,"29299, ",그 외 기타 특수목적용 기계 제조업
2341,한화모멘텀 아산사업장,충청남도 아산시 둔포면 아산밸리로 312,"29150, 28909, 29163, 29169, 29171, 29261, 29299, 31322","산업용 오븐, 노 및 노용 버너 제조업 외 7 종"
2342,한화모멘텀 아산사업장 별관,충청남도 아산시 둔포면 아산밸리로 324,"29150, 29163, 29169, 29299","산업용 오븐, 노 및 노용 버너 제조업 외 3 종"
2343,한화솔루션 주식회사,충청남도 아산시 둔포면 아산밸리로 312,"29299, ",그 외 기타 특수목적용 기계 제조업
2344,한화시스템(주),"충청남도 아산시 둔포면 해위안길62번길 16, 1-2동","25200, ",무기 및 총포탄 제조업
2345,한화에어로스페이스(주),충청남도 아산시 둔포면 아산밸리남로 144,"31322, 28909, 31114",항공기용 부품 제조업 외 2 종
2346,함초롱,"충청남도 아산시 탕정면 선문로221번길 70, 산학협력관 창업보육센터 406호","10791, 10712, 10713",커피 가공업 외 2 종
2347,합성메데아(주),충청남도 아산시 음봉면 쌍암리 353-26,"26299, ",그 외 기타 전자부품 제조업
2348,해강산업(주),충청남도 아산시 영인면 신현로23번길 40 외 5필지,"22211, ","플라스틱 선, 봉, 관 및 호스 제조업"
2349,해경플륨주식회사,충청남도 아산시 음봉면 월암로 70-22,"23325, ",콘크리트 관 및 기타 구조용 콘크리트 제품 제조업
2350,해드림생산시설,충청남도 아산시 둔포면 둔포중앙로133번길 13,"28123, ",배전반 및 전기 자동제어반 제조업
2351,해찬솔에프쓰리,충청남도 아산시 음봉면 월산로 192-166,"10742, ",천연 및 혼합조제 조미료 제조업
2352,해찬솔에프쓰리 (제2공장),충청남도 아산시 음봉면 월산로 192-183,"10742, ",천연 및 혼합조제 조미료 제조업
2353,해찬솔푸드,충청남도 아산시 관대안길 32 (둔포면),"10309, ",기타 과실ㆍ채소 가공 및 저장 처리업
2354,해찬솔푸드 제3공장,충청남도 아산시 둔포면 관대안길 34,"10309, ",기타 과실ㆍ채소 가공 및 저장 처리업
2355,해태제과식품주식회사,충청남도 아산시 음봉면 신휴리 761번지,"10713, ",과자류 및 코코아 제품 제조업
2356,행운산업(주),충청남도 아산시 신창면 서부남로790번길 69,"22212, 22213, 22231",플라스틱 필름 제조업 외 2 종
2357,헌웅통상(주),충청남도 아산시 음봉면 신휴리 86-5번지,"13300, ",편조원단 제조업
2358,헵시바도예마을,충청남도 아산시 배방읍 수철리 492-5,"23211, ",가정용 및 장식용 도자기 제조업
2359,현담산업(주) 1공장,"충청남도 아산시 영인면 역리길 29, 현담산업 외 2필지","29131, ",액체 펌프 제조업
2360,현담산업(주) 2공장,충청남도 아산시 영인면 토정로191번길 5,"30310, 30400",자동차 엔진용 신품 부품 제조업 외 1 종
2361,현담테크(주),충청남도 아산시 염치읍 염성길 142-1,"30399, ",그 외 자동차용 신품 부품 제조업
2362,현대모비스 주식회사,충청남도 아산시 인주면 인주산단로 177-95,"30331, ",자동차용 신품 동력전달장치 제조업
2363,현대모비스(주),충청남도 아산시 영인면 토정로 40 외 14필지,"30399, 30391, 30392, 30400",그 외 자동차용 신품 부품 제조업 외 3 종
2364,현대미트론테크,충청남도 아산시 음봉면 월암로436번길 79-13,"31322, ",항공기용 부품 제조업
2365,현대산업,충청남도 아산시 영인면 신봉길242번길 35-24 외 1필지,"25923, ",도장 및 기타 피막처리업
2366,현대시스템,충청남도 아산시 둔포면 아산밸리서로 147,"29199, ",그 외 기타 일반목적용 기계 제조업
2367,현대엠시트(주),충청남도 아산시 신창면 서부북로 231,"30393, ",자동차용 신품 의자 제조업
2368,현대자동차(주)아산공장,충청남도 아산시 인주면 현대로 1077,"30121, ",승용차 및 기타 여객용 자동차 제조업
2369,현대지게차충남판매(주),충청남도 아산시 염치읍 석정길 79-20,"29241, ",건설 및 채광용 기계장비 제조업
2370,현우산업,충청남도 아산시 음봉면 연암율금로14번길 51-47,"29272, ",디스플레이 제조용 기계 제조업
2371,현지테크,충청남도 아산시 음봉면 산동로 323-8,"25924, ",절삭가공 및 유사처리업
2372,호동산업,충청남도 아산시 둔포면 봉재길17번길 53,"13992, ",부직포 및 펠트 제조업
2373,호령 ENC,충청남도 아산시 음봉면 월암로 332-27,"24132, ",강관 제조업
2374,호서그린마스크연구소 주식회사,충청남도 아산시 배방읍 호서로79번길 20 벤처창업보육센터 105호,"13229, ",기타 직물제품 제조업
2375,호철산업사,"충청남도 아산시 음봉면 산동로 296, (산동리 212-9번지)","22241, 22222, 22249, 30391, 30392, 30399, 30400",운송장비 조립용 플라스틱제품 제조업 외 6 종
2376,화성기업,충청남도 아산시 음봉면 산동로59번길 23-10,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종
2377,화성산업,충청남도 아산시 영인면 토정로 152-12,"22212, ",플라스틱 필름 제조업
2378,화성석재,충청남도 아산시 배방읍 갈산교로 72-6 (동양주방),"23911, 23919",건설용 석제품 제조업 외 1 종
2379,화성엔지니어링(주),충청남도 아산시 음봉면 산동로59번길 23-8,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종
2380,화성정밀(주),충청남도 아산시 영인면 영인로202번길 61-34,"30399, 30331, 30391, 30392, 30400",그 외 자동차용 신품 부품 제조업 외 4 종
2381,화성제관(주),충청남도 아산시 영인면 토정로 409 외 1필지,"25991, 25929",금속 캔 및 기타 포장용기 제조업 외 1 종
