순번,회사명,공장소재지주소,생산품,업종명,데이터기준일자
1343,포스코씨앤지알니켈솔루션 주식회사,,이차전지 소재용 고순도 니켈,"기타 비철금속 제련, 정련 및 합금 제조업",2025-08-13
1344,포스코홀딩스(주),경상북도 포항시 남구 대송면 철강산단로130번길 113,B.M,금속류 원료 재생업,2025-08-13
1345,포전농산,경상북도 포항시 북구 송라면 삼송길 58 외 1필지,김치,김치류 제조업 외 1 종,2025-08-13
1346,포항금속열처리,경상북도 포항시 남구 연일읍 동문로76번길 25 외 1필지,금속열처리,금속 열처리업,2025-08-13
1347,포항밋숀대우센타,경상북도 포항시 남구 대송면 제내길53번길 49,대우밋숀,자동차 엔진용 신품 부품 제조업 외 2 종,2025-08-13
1348,포항바이오파크,"경상북도 포항시 남구 섬안로 185, 포항바이오파크(대도동)","건강기능식품, 커피, 커피믹스, 녹차 ",건강기능식품 제조업 외 2 종,2025-08-13
1349,포항부산물비료 영농조합법인,경상북도 포항시 북구 흥해읍 성곡길182번길 124 외 1필지,"부산물퇴비, 유기질비료",복합비료 및 기타 화학비료 제조업 외 1 종,2025-08-13
1350,포항산업,경상북도 포항시 남구 해병로 49 (청림동) 외 1필지,"곡물도정(쌀, 현미)",곡물 도정업,2025-08-13
1351,포항선재(주),경상북도 포항시 북구 청하면 동해대로2315번길 34-2 (포항선재(주)),철선,철강선 제조업 외 1 종,2025-08-13
1352,포항선재(주)2공장,경상북도 포항시 북구 청하면 동해대로2315번길 34-1,철강선,금속선 가공제품 제조업,2025-08-13
1353,포항세라믹(주),경상북도 포항시 북구 송라면 대전길 97-59 (포항세라믹주식회사),"턴디쉬코팅제,전기로스프레이제",정형 내화 요업제품 제조업 외 1 종,2025-08-13
1354,포항세라믹(주),경상북도 포항시 남구 호동로 34 (호동),캐스타블(산중성 부정형내화물),정형 내화 요업제품 제조업 외 1 종,2025-08-13
1355,포항세라텍 주식회사,경상북도 포항시 남구 동해면 상정길 3-24,목분(톱밥),표면 가공 목재 및 특정 목적용 제재목 제조업,2025-08-13
1356,포항소재산업진흥원,경상북도 포항시 남구 동해면 블루밸리동로 178,금속재료시험,기타 공학 연구개발업,2025-08-13
1357,포항소재산업진흥원,경상북도 포항시 남구 동해면 블루밸리동로 172,아토마이징 합금분말 등,기타 공학 연구개발업,2025-08-13
1358,포항수산업협동조합,경상북도 포항시 북구 청하면 해안로 2451 외 3필지,"반가공 오징어,명태",수산동물 냉동품 제조업,2025-08-13
1359,포항수산업협동조합,경상북도 포항시 남구 희망대로 1310 (송도동),얼읍,얼음 제조업,2025-08-13
1360,포항수산유압,경상북도 포항시 남구 연일읍 철강로141번길 67,유압호스,유압기기 제조업,2025-08-13
1361,포항시산림조합,경상북도 포항시 북구 기계면 새마을로1314번길 32,목재펠렛,표면 가공 목재 및 특정 목적용 제재목 제조업,2025-08-13
1362,포항시산림조합,경상북도 포항시 북구 기계면 내단리 155번지 외 3필지,"제재목(각재,판재)",기타 건축용 나무제품 제조업,2025-08-13
1363,포항시장애인재활작업장,경상북도 포항시 북구 청하면 동해대로 2694-41,"쓰레기종량제봉투, 비닐봉투","플라스틱 포대, 봉투 및 유사제품 제조업",2025-08-13
1364,포항아스콘(주),경상북도 포항시 북구 흥해읍 덕장길 220-1,아스콘 등,아스팔트 콘크리트 및 혼합제품 제조업,2025-08-13
1365,포항워터젯,경상북도 포항시 남구 대송면 철강로 230 (주식회사장우),금속절단,절삭가공 및 유사처리업,2025-08-13
1366,포항제빙(주),경상북도 포항시 북구 동빈로94번길 9-2 (동빈1가),인조빙(얼음),얼음 제조업,2025-08-13
1367,포항죽도시장협동조합,"경상북도 포항시 북구 죽도시장2길 3-3, 2층 (죽도동)","동태탕, 아귀탕, 복어탕 등",기타 수산동물 가공 및 저장 처리업,2025-08-13
1368,포항중기정비(주),경상북도 포항시 남구 연일읍 형산강남로380번길 11,토목공사 및 유사용 기계장비,건설 및 채광용 기계장비 제조업,2025-08-13
1369,포항케이이씨,경상북도 포항시 남구 연일읍 형산강남로436번길 27,"belt conveyor, belt cleaner",컨베이어장치 제조업 외 1 종,2025-08-13
1370,포항탁주합동제조공장,경상북도 포항시 북구 서동로91번길 16 (덕산동),탁주,탁주 및 약주 제조업,2025-08-13
1371,포항특수용접,경상북도 포항시 남구 연일읍 철강로107번길 70-6,철골 조립구조재,육상 금속 골조 구조재 제조업 외 1 종,2025-08-13
1372,포항특수용접봉(주),경상북도 포항시 남구 장흥로39번길 70 (장흥동),용접재료,그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,2025-08-13
1373,포항호미곶양조장,경상북도 포항시 남구 동해면 일월로 271-42,탁주,탁주 및 약주 제조업,2025-08-13
1374,포항화학,경상북도 포항시 북구 청하면 동해대로2368번길 58,비닐제품,플라스틱 필름 제조업 외 1 종,2025-08-13
1375,프레시딜라이트,경상북도 포항시 북구 청하면 비학로 1904,조미김,수산식물 가공 및 저장 처리업,2025-08-13
1376,프리테크,경상북도 포항시 남구 연일읍 철강로141번길 75-1 외 1필지,산업기계부품 국부도금,도금업,2025-08-13
1377,플러스정밀,경상북도 포항시 남구 연일읍 형산강남로418번길 74-20,금속표시판,금속 표시판 제조업,2025-08-13
1378,피엠에스,경상북도 포항시 남구 대송면 제내길19번길 18-1,압연 Roll 및 산업기계,그 외 기타 일반목적용 기계 제조업 외 1 종,2025-08-13
1379,하나레미콘(주),경상북도 포항시 북구 흥해읍 덕실마을길3번길 8 외 3필지,레미콘,레미콘 제조업 외 2 종,2025-08-13
1380,하이솔루션전기(주),경상북도 포항시 남구 연일읍 인주길 39-6,인버터,기타 전기 변환장치 제조업,2025-08-13
1381,한국로봇융합연구원,경상북도 포항시 북구 흥해읍 해안로1106번길 30,연구시설,기타 공학 연구개발업,2025-08-13
1382,한국리프트포항사업소,경상북도 포항시 남구 해병로 11 (청림동) (총 7 필지) 외 6필지,중기정비 및 부품 가공,건설 및 채광용 기계장비 제조업,2025-08-13
1383,한국산업기계(주),경상북도 포항시 남구 대송면 철강산단로66번길 94 (한국산업기계),"ROLL,STAND,TANK,철구조물",육상 금속 골조 구조재 제조업 외 1 종,2025-08-13
1384,한국소아난치병사랑나눔 사회적협동조합,경상북도 포항시 남구 대해로122번길 8 (대도동),"유기농 현미, 귀리, 보리 누룽지, 유기농 현미 누루지차, 숭늉",기타 곡물 가공품 제조업,2025-08-13
1385,한국수력원자력(주),경상북도 포항시 남구 동해면 블루밸리로 585,전기,기타 발전업 외 1 종,2025-08-13
1386,한국씨엔티(주),"경상북도 포항시 남구 괴동로 93 (장흥동, (주)한국시멘트)",시멘트,시멘트 제조업,2025-08-13
1387,한국우드 주식회사,경상북도 포항시 북구 청하면 동해대로 2133-10 (유토개발(주)),"목재칩보드, 목재칩, 톱밥",표면 가공 목재 및 특정 목적용 제재목 제조업 외 1 종,2025-08-13
1388,한국주철관공업(주),"경상북도 포항시 남구 신항로 86 (청림동, (주)한국주철관공업)","도복장강관(이형관),강관말뚝,가스관",강관 제조업 외 1 종,2025-08-13
1389,한국퓨얼셀(주),경상북도 포항시 북구 흥해읍 영일만산단로88번길 153 외 2필지,발전용 연료전지,전동기 및 발전기 제조업,2025-08-13
1390,한국해양과학기술원,경상북도 포항시 북구 흥해읍 해안로 1104 외 1필지,연구개발,기타 공학 연구개발업,2025-08-13
1391,한국환경공단 국가배터리순환클러스터,,전기차배터리재사용재활용연구,자연과학 및 공학 융합 연구개발업,2025-08-13
1392,한남목재,경상북도 포항시 북구 신광면 비학로 517,"각목, 판재",일반 제재업,2025-08-13
1393,한남목재,경상북도 포항시 남구 장기면 장기로 1007 외 1필지,"일반제재목, 각재 등",일반 제재업,2025-08-13
1394,한동산업개발(주),경상북도 포항시 북구 청하면 동해대로2315번길 14-3,비주거용임대업,비주거용 건물 임대업,2025-08-13
1395,한라시멘트(주),경상북도 포항시 남구 대송로101번길 41 (장흥동),슬래그시멘트,시멘트 제조업,2025-08-13
1396,한빛문화사,경상북도 포항시 남구 상공로 85 (상도동),인쇄물,경 인쇄업 외 1 종,2025-08-13
1397,한성기업,경상북도 포항시 남구 연일읍 철강로107번길 41,산업기계제작,그 외 기타 특수목적용 기계 제조업 외 1 종,2025-08-13
1398,한성수산식품(주),경상북도 포항시 남구 구룡포읍 병포길 130,"게맛살, 젓갈, 집게맛살","수산동물 훈제, 조리 및 유사 조제식품 제조업 외 1 종",2025-08-13
1399,한솔과메기,경상북도 포항시 남구 구룡포읍 일출로 119-9,과메기,수산동물 건조 및 염장품 제조업,2025-08-13
1400,한솔스틸,경상북도 포항시 남구 연일읍 형산강남로436번길 15,금속판제품 부분품,구조용 금속 판제품 및 공작물 제조업,2025-08-13
1401,한솔창호건설(주),경상북도 포항시 북구 흥해읍 삼흥로502번길 83-12,"플라스틱 창호, 금속창호",플라스틱 창호 제조업 외 1 종,2025-08-13
1402,한승케미칼(주),경상북도 포항시 남구 연일읍 동문로94번길 68,황산알루미늄,그 외 기타 분류 안된 화학제품 제조업 외 3 종,2025-08-13
1403,한승케미칼(주),경상북도 포항시 남구 연일읍 형산강남로436번길 11,아염소산나트륨 용액,기타 기초 무기 화학물질 제조업,2025-08-13
1404,한시스템(주),,자동승하강플랫폼 TOD장비 및 드론스테이션(국방산업용),그 외 기타 특수목적용 기계 제조업,2025-08-13
1405,한영 airgas,경상북도 포항시 남구 오천읍 기림로 1974-2 외 1필지,기체산소,수소 제조업 외 1 종,2025-08-13
1406,한울산업,"경상북도 포항시 남구 대송면 철강로 216, 공장",건설기자재 생산,주철관 제조업,2025-08-13
1407,한일뉴즈(주),경상북도 포항시 남구 동해면 상정길100번길 4,플라스틱 성형제품,합성수지선 건조업 외 10 종,2025-08-13
1408,한일철강(주)포항제2공장,경상북도 포항시 남구 철강로 526 (장흥동),표면처리강판,도장 및 기타 피막처리업,2025-08-13
1409,한창종합물류(주) ,경상북도 포항시 남구 오천읍 송덕로212번길 27,보관창고,일반 창고업 외 1 종,2025-08-13
1410,합자회사 경화계전,경상북도 포항시 남구 연일읍 철강로107번길 70-3,배전반,배전반 및 전기 자동제어반 제조업,2025-08-13
1411,합진건설,경상북도 포항시 남구 연일읍 동문로76번길 35,"야광가드레일, 야광 경계석",그 외 기타 분류 안된 금속 가공 제품 제조업 외 2 종,2025-08-13
1412,항구포장산업,경상북도 포항시 북구 삼호로 106 (항구동),포대,직물포대 제조업,2025-08-13
1413,해광산업,경상북도 포항시 남구 대송면 제내길31번길 17,철골조립물,자동차용 금속 압형제품 제조업 외 1 종,2025-08-13
1414,해동기업(주),경상북도 포항시 남구 오천읍 광명리 0번지 광명일반산업단지 7블럭 1롯트 외 1필지,창고업,일반 창고업 외 1 종,2025-08-13
1415,해동산업(주),"경상북도 포항시 남구 괴동로 24(장흥동, 해동산업(주)) 외 6필지","산소,질소 등",수소 제조업 외 1 종,2025-08-13
1416,해동수산,경상북도 포항시 남구 구룡포읍 일출로 171,건가자미(식재료),수산동물 건조 및 염장품 제조업,2025-08-13
1417,해봉수산(주),경상북도 포항시 남구 구룡포읍 하정로 198,농수산물가공,"수산동물 훈제, 조리 및 유사 조제식품 제조업",2025-08-13
1418,해성에이치씨,경상북도 포항시 북구 기계면 내단길86번길 19-53,정수기 필터부품 공기청정기,액체 여과기 제조업,2025-08-13
1419,해송테크,경상북도 포항시 남구 정몽주로861번길 5 (청림동),전기 PANNEL ,배전반 및 전기 자동제어반 제조업,2025-08-13
1420,해양장비시험평가센터,경상북도 포항시 북구 흥해읍 해안로1106번길 40,해양기술 실해역 시험평가 시스템 구축,기타 공학 연구개발업,2025-08-13
1421,해원,경상북도 포항시 북구 청하면 동해대로 2405,산소발생기,그 외 기타 전기장비 제조업,2025-08-13
1422,해주선박공업사,경상북도 포항시 북구 해동로 251 (동빈2가),"배전반, 구난장비",선박 구성 부분품 제조업 외 1 종,2025-08-13
1423,해초식품,경상북도 포항시 남구 구룡포읍 호미로 34-3 외 3필지,두부,두부 및 유사식품 제조업,2025-08-13
1424,햇들원지붕형태양광1호(주),경상북도 포항시 북구 흥해읍 영일만산단로234번길 90,전기,태양력 발전업,2025-08-13
1425,현대기전(주),경상북도 포항시북구 청하면 고현리 36번지,수배전반,배전반 및 전기 자동제어반 제조업,2025-08-13
1426,현대산업(주),"경상북도 포항시 남구 철강로492번길 45 (장흥동, 현대산업주식회사)","흑연,석고",그 외 기타 분류 안된 비금속 광물제품 제조업 외 6 종,2025-08-13
1427,현대성우캐스팅(주)포항공장 ,경상북도 포항시 남구 철강로 459(장흥동) 외 7필지,"브레이크 디스크, 드럼,플라이휠 등, 브레이크 디스크, 드럼,플라이휠 등",그 외 자동차용 신품 부품 제조업 외 1 종,2025-08-13
